comment,label,rate,Column1
"Hàng giao nhanh, sản phẩm đẹp❤️.",POS,5,
Nói chung vậy oke rồi lắm rồi.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Lần này mua thất vọng.,NEG,1,
Áo vải mịn mà sai l to quá nữ mặc hơi rộng.,NEU,3,
"Dù mình là người rất khó tính tuy nhiên shop phục vụ rất tốt, rất chu đáo và uy tín cao.",POS,5,
"5 Sao khích lệ, nên may cẩn thận hơn.",POS,5,
"dáng váy mặc lên đẹp, chất vải bình thường, không được đẹp lắm. tuy nhiên với giá tiền như vậy thì chấp nhận được. người bán hàng nhiệt tình nên lỡ hỏi rồi, không mua không được với bạn ý.",POS,4,
Nhìn thôi đã thích zòi....,POS,5,
Lên dáng ko đẹp như hình.,NEG,1,
"Ko giống như hình chất vải hoàn toàn khác, thất vọng quá.",NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,4,
Chất lượng sản phẩm ok.,POS,5,
Áo đẹp lắm nha shop... chất vải rất ok mà giá rẻ.,POS,5,
Chất tượng phù hợp với túi tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời👍👍👍.,POS,5,
"Nếu ngâm sẽ ra màu tí, còn giặt máy thì ko sao hết (m luôn giặt riêng đồ sáng màu nên ko sợ bị phai gì 😊).",POS,4,
"Chất k mịn, nhưng ok tạm được.",NEG,2,
Hàng đẹp 👍.,NEU,3,
Giày quá đẹp.,POS,5,
Ok lắm nhé.,POS,5,
Chất vải đẹp.,NEU,3,
Giao hàng nhanh.,POS,5,
Ngoài chợ bán 35k nhưng lại đẹp hơn rất nhiều của shop.,NEG,1,
Like.,POS,5,
Son đep thơm rất ưng.,POS,5,
"Áo chất liệu vừa phải, dáng thụng mặc rất ưng.",POS,4,
Hàng y hình.,POS,4,
Đường may ok.,POS,4,
Chất hơi mỏng nhưng đẹp.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền mak shop rep chậm nhak.,NEU,3,
Đường chỉ k quá thô.,POS,4,
Phù hợp với giá tiền.,NEU,3,
Mọi người nên mua.,POS,5,
"Chất cũng ok, nhưng mà dây giày khác với hình.",POS,4,
Thời gian giao hàng rất nhanh.,POS,5,
T trả lại bằng cách nào?,NEG,1,
Co dãn dễ chịu.,POS,5,
Size nhỏ xíu.,NEG,1,
Giao hàng rất nhanh.,POS,5,
Nói chung là tuyệt á ^^.,POS,5,
"Có lỗi, áo bị rách một chút ở cầu vai, nhưng áo lại rất đẹp, vậy ok, mong shop chú ý hơn.",NEG,2,
"Âm thanh dở, dây đàn không đều.",NEG,2,
Chất da thích Rất đáng tiền.,POS,5,
"Vải đẹp, có độ co giãn.",POS,5,
Giày hơi dơ.,NEG,1,
"Sản phẩm giống hình, rất đáng yêu.",POS,5,
Tuyệt hàng rất đẹp ik hình nhé yêu shop.,POS,5,
Chất vải tạm được.,NEU,3,
Chất thì đc nhưng quần form nhỏ nên bị chật.,NEU,3,
"Vải oke chỉ may oke nhưng mình cao m65 mặc size M bị ngắn, Túi quần thì bị may bít lại.",NEU,3,
"Giao hàng nhanh, đóng hộp chắc chắn, đẹp như hình, dép êm chân.",POS,5,
Đặt cho vui ko hy vọng gì nhiều với giá tầm 50k.,POS,5,
"Áo chất đẹp, nhưng áo ngắn so với mình.",NEU,3,
Hàng hoa thì đều rất đẹp nhưng chỉ có điều mình mới mua nên dây đàn đánh thì nó ko đánh đc hay như đàn cũ của mình cho lắm.,POS,4,
Nhỏ xinh và vừa vặn nên mình thấy ổn và đánh 5 sao.,POS,5,
Chúc shop buôn may bán đắt nha.,POS,5,
N trách ra nhá.,NEG,1,
Size L không shope.,NEU,3,
"Chất lượng tốt, giày đẹp ..",POS,4,
Dây áo hơi dài.,NEG,1,
"Chất lượng sản phẩm tuyệt vời ,Shop phục vụ rất tốt, Rất đáng tiền ^_^.",POS,5,
M mua 5 kiểu áo khác nhau nhưng áo nào vải cũng rất đẹp!,POS,5,
Hahaha ko dám nhìn lại cái quần luôn Chất lượng sản phẩm rất kém.,NEG,1,
"Giao hàng nhanh, mình mới sử dụng sp2 ngày, thấy vắng bóng gián(dù vẫn còn)hy vọng là hiệu quả tốt :).",POS,5,
Ai phân vân giữa 2 size thì nên chọn size nhỏ.,NEU,3,
"Shop k trung thực gửi áo vá hai lỗ bằng hai lá cờ Anh, áo còn ẩm ướt khi đem đi giật lại rồi gửi cho khách.",NEG,1,
Nhưng quá rộng. 😂😂😂.,NEG,2,
Áo giống hình.,NEG,2,
Không được ưng ý cho lắm .,NEG,2,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Cầm gói quần áo mà như tập tài liệu :)))) bằng phẳng vuông góc.,POS,5,
Chất lượng sản phẩm rất kém.,NEG,1,
"Mẹ mình k vừa size muốn đổi size lớn hơn chị chủ rất nhiệt tư vấn, có tâm lắm.",POS,5,
Mình ko bít dùng cái này như nào.,NEG,2,
"rẻ, ổn, mặc vừa.",POS,5,
sản phẩm chỉ có 5 vs 6 viên thật thôi còn lại là gỗ bình thường.,NEG,2,
"Áo mặc thoải mái, thoáng mát, hơi rộng một xí.",NEU,3,
Vải hơi mỏng nhưng ok.,POS,4,
Được tặng móc khóa đẹp lắm luôn 😘😘😘😘😘.,POS,5,
"Áo lỗi váy lỗi,đổi đc k shop.",NEU,3,
Thời gian giao hàng nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,POS,5,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn.,POS,5,
Cái áo màu trắng tay áo hơi dơ xíu nhưng do chất lượng sản phẩm tuyệt vời nên đánh giá 5 sao ^^.,POS,5,
B shop chu đáo nhiệt tình.,POS,5,
Đi 42 toàn rộng mà 42 này chật wa!,NEG,2,
Shop bảo vải len nhưng nhận lại k phải.,NEG,1,
"Đặt thêm kem lau túi, lúc mở hàng thấy có cả khăn buộc túi và ví đựng card, mỗi tội ko biết buộc khăn như thế nào cả.",NEU,3,
Giao hàng nhanh.nhưng chất hơi kém.chỉ bị dúm.,NEU,3,
Giá cả hợp lý 👍.,NEG,1,
Vải dày tốt.,POS,5,
Rất đáng tiền.,POS,5,
Nhìn áo hơi cũ 1 chút nhưng vẫn vừa ý :)).,NEU,3,
"Chất lượng tốt, giao hàng nhanh, chủ shop thân thiện.",POS,5,
Ưng lắm ạ.,POS,5,
Túi nhỏ hơn so với mình tưởng tượng nhưng khi mình chụp hình túi mình mới hiểu :)).,NEU,3,
Hàng thật giá đúng.,POS,5,
Tạm được sp tương đương với giá tiền.,POS,4,
"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,
Giày đẹp.,NEG,2,
Nét đẹp.,POS,5,
Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
"Chất lượng sản phẩm kém .hk đág tiền ,mọi ng nên cân nhắc trc khi mua ,áo chất liệu như hàg 35k ngoài chợ đêm, mới đầu phục vụ tốt nhiệt tìh, sau khi mìh đáh giá 2* shop lại qay lại trách móc ng mua, thái độ hk xem trọg ng mua, e ns v thôi ms ng tin hay hk thì tì, lần đầu tiên e bức xúc đến như v.",NEG,1,
Thời gian giao hàng rất nhanh.,POS,5,
"Áo sơmi vải đẹp, phí vận chuyển thấp. các bạn mua thì nên tham khảo shop này nhé.",POS,5,
Hàng đẹp ko lỗi âm thanh cũng ok.,POS,4,
Áo dày dặn phom đẹp đáng tiền.,POS,5,
"Áo đẹp, vải đẹp co giãn thoải mái, mặc ôm người, giao hàng rất nhanh chóng, mình dưới tỉnh mà hơn 1 ngày đã nhận được hàng.",POS,5,
Ngoài trừ việc vãi hơi mỏng nhưng cũng ko sao.,NEU,3,
Tay bó quá.K rộng như hình.,NEG,1,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt.,POS,5,
Rẻ và đẹp.,POS,4,
Quan gen ma to qua chang gen bung dc.,NEU,3,
"Chất lượng vải nhiều nilon, nói chung là tiền nào của nấy.",NEU,3,
Hết hàng không thấy báo trước với khách.,NEG,1,
hàng đẹp lắm ạ.,POS,5,
Cảm ơn shop nhiều.,POS,5,
Đồ cũng đẹp phết.,POS,5,
Áo mỏng nhìn cũng đc nhưng ko giống hình.,NEG,2,
"Tay áo bị lỗi, phải may lại ,nhìn chung giá tiền này ,chấp nhận chút ,ok hàng cũng o phiền.",POS,4,
Sẽ ủng hộ shop nữa.,POS,5,
"Túi nhỏ lắm không dùng đươc cho thùng rác, khác hẳn ao với hình.",NEG,1,
"Thời gian giao hàng chậm, vải ko tốt, mỏng quá.",NEG,1,
s Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,POS,5,
Giao ko đúng màu.đặt màu hồng mà s giao màu gạch.ko OK lắm.chất vải thì ok.,NEU,3,
Quả không gọn không như mình tưởng phí tiền.,NEU,3,
"Chủ shop nhiệt tình, dễ thương....",POS,5,
Quần dài đẹp nhưng dợ bầu to ko mặc được.quần ngố rất mỏng mà còn đắt hơn quần dài.,NEG,2,
Màu vàng hơi tối.,NEG,2,
Ko tốt lắm.,NEG,1,
Cảm ơn shop!,NEU,3,
sp đẹp rất ưng ý.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
"áo y hình, mặc xinh.",POS,4,
"Chỉ có điều thích màu đô lại thành màu đen, hơn nữa phai màu quá.",NEG,2,
Phần hoa thêu đẹp.,POS,5,
Giao hàng nhanh !,POS,4,
Rất đáng tiền.,POS,5,
Hơi rộng :((.,NEU,3,
"Sản phẩm hơi cứng, mang hai đau chân tí...Nhưng sp vậy là ok.",NEU,3,
"cảm ơn shop.sản phảm của bạn rất tuyệt vời,đóng gói rất cẩn thận.mình rất ưng.cảm ơn!",POS,5,
Chất vải k đc đẹp là thun pha nilong nhiều k phải nỉ da cá như ảnh.,NEG,1,
Thank you very much 😊.,POS,4,
Chất quần lần này khác mọi lần 😭.,NEU,3,
Sẽ ủng hộ shop 😊😊,POS,5,
Chất lượng khá tốt.,POS,4,
"Không giống hình, from rộng mà hơi cộc.",NEG,1,
Chất lượng sản phẩm tạm được.,POS,4,
Nhắn shop k lấy đá lọc thay bằng 4m dây ok r cho 2m dây thế thà lấy đá lọc cho xong.,NEG,1,
Hàng k như mình nghĩ.,NEG,1,
Đường may đẹp.,POS,5,
"thời gian giao hàng quá lâu,tạm được.",NEU,3,
"Giao hàng siêu nhanh luôn ạ, mình mới đặt trưa hôm qua mà trưa nay đã nhận được hàng, bộ ngủ hình cute.",POS,5,
Áo khác với hình.,NEG,2,
Có ghi chú shop 5 đen 5 xám rùi n vẫn gửi 10 đen😭😭😭.,NEG,2,
Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Giá rẻ, chất lượng ổn.",POS,5,
"áo vải đẹp mẫu đẹp giống so với hình , giao hàng nhanh , đóng gói đẹp và chắc !!",POS,5,
Áo như hình😍😘😘😘.,POS,5,
Áo màu đỏ bị rách nhiều.,NEG,1,
Hài lòng.,NEU,3,
mua 2 cái nhưng chất cái màu đen xấu hơn màu đỏ mà hơi rộng quá.,NEU,3,
"Sản phẩm đẹp,vải OK. hợp với giá tiền.",POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Phù hợp giá tiền phom đẹp lắm ạ.,POS,5,
Rất ưng và đẹp.,POS,5,
Hãy thử mag và cảm nhận.,POS,5,
Ok Nhưng giao hàng hơi chậm.,POS,4,
Sắm cho nhà mới đủ đồ lun.,NEU,3,
Mỏng tang.,NEG,2,
"Chất lượng sản phẩm tuyệt vời, mông 93cm mặc vừa luôn 😆.",POS,5,
Sản phẩm tốt đóng gói cẩn thận hàng đẹp chất lượng oke.,POS,5,
Quần cũng có vẻ chật hơn nữa:((.,NEU,3,
Thời gian giao hàng nhanh ❤.,POS,5,
Vừa mặc đc 1 2 tiếng đã bị xù lông.,NEG,1,
"Thời gian giao hàng rất nhanh, nhưng vải không ok lắm.",NEU,3,
Chất vải tạm được.,NEG,2,
Chất lượng sản phẩm tuyệt vời..Màu áo ko giống hình.,POS,4,
Làm ăn ko có tý uy tín nào.,NEG,1,
Nt shop k thèm tl.,NEG,1,
Co 6 * la cho lun roi.,POS,5,
Cảm ơn sh Nhiu.,POS,5,
Ko biết sử dụng thì ko biết thế nào .,NEG,2,
Áo mỏng và màu không đẹp như trong ảnh.,NEG,1,
"Quần rất đẹp giá lại rẻ.m, chủ shop rất nhiệt tình mình se mua lại nhiều lần nữa😊😊😊 Thời gian giao hàng rất nhanh.",POS,5,
Áo êm lắm nha.,POS,5,
"Giao hàng siêu nhanh, kẹo ngon lắm nè ^^.",POS,5,
Giao thiếu cho mình 3 món hàng.,NEG,1,
"Chữ hơi to xíu, chất vải khá đẹp, so với giá tiền là rất phù hợp.",POS,4,
"Tuy nhiên tiền nào của đo thôi, rẻ mà.",NEG,2,
"Vải đẹp, có điều shop tư vấn khong nhiệt tình.",NEU,3,
Tốt áo đẹp.,POS,4,
Thời gian giao hàng rất nhanh Giá cả chấp nhận được.,POS,4,
Ảnh với sản phẩm nhận đc khác nhau hoàn toàn.,NEG,1,
"Chất lượng sản phẩm tuyệt vời nhưng hơi rộng , có 40kg nên mặc quá rộng 😢😢.",POS,4,
Thời gian giao hàng rất nhanh. hàng giống hinh. có gi ung hộ shop tiếp.,POS,5,
"5 sao , free ship lại giá phải chăng nữa.",POS,5,
"Mất thgian đổi trả của người mua, shop cần lưu ý sản phẩm thế nào thì nói y như vậy để tạo quy tín cho mình.",NEG,1,
Quan qua rong kg duong voi so ky.,NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.nv Giao hàng tận tình.,POS,5,
Mình đã nhận được hàng.,POS,5,
Mặc rất ok.,POS,5,
áo rất đẹp.,POS,4,
"Shop phục vụ rất tốt. mạng dùng rất ngon lành, đủ 12 tháng Rất đáng tiền.",POS,5,
Hàng Dao khác với hình trên mạng.,NEG,1,
Chất vải đẹp .,POS,5,
"Đóng gói sản phẩm từng cái, áo đẹp hơn hịn mình chụp tại lười diện lên người.",POS,5,
Vải đẹp nhưntorng hình🤗.,POS,5,
Yên tâm và sẽ ủng hộ shop lâu dài :))).,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Mh 46kg áo hơi rộng.,POS,4,
Mỗi cái váy mình 1m63 mặc hơi ngắn 😂.,NEU,3,
Good good !,POS,5,
Chất lượng sản phẩm tuyệt vời mình ốm hơi rộng tí thôi.,POS,5,
"Mọi ng nên mua cái nà dùng lâu dài thay vì mua loại 8,9 chục xài đc vài lần rồi bỏ nàk.",POS,5,
Lạp xưởng nạc nhiều vừa miệng rất ngon.,POS,5,
Tks shop.,POS,5,
Shop phục vụ kém mua sơn móng lựa màu gửi đàng hoàng rốt cuộc giao 6 chai chỉ có 1 màu Bây giờ hỏi lại shop tl cái rồi im luôn Chất lượng sản phẩm tạm được.,NEG,1,
Shop phục vụ rất tốt.,POS,4,
Len thô.,NEG,2,
Phục vụ nhiệt tình ạ.,POS,4,
"Vai qua xau, duong may au, form rong mac kh duoc.",NEG,1,
Chất lượng như hình.,POS,5,
Liên hệ shop không thấy trả lời.,NEG,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn ao ban vua đep vai đep.,POS,5,
Giao hàng nhanh.,POS,5,
"Hàng tốt, thái độ phục vụ chuyên nghiệp.",POS,5,
Đẹp hơn trong hình nữa.,POS,5,
Hàng gớm . quần mua mới về thấy rách 1 đường.,NEG,1,
Chất lượng sản phẩm tốt Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
Áo kiểu ko giống hình chút nào quá ngắn.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
sản phẩm rất hài lòng ạ.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng hơi chậm.,POS,4,
Mà mặc hơi ngứa ^^.,NEU,3,
"Áo như hình, vải đẹp.",POS,5,
Chưa mở ra đã thích rồi.,POS,4,
"Áo chất oke, giá cũng oke, cơ mà thích from áo trắng hơn.",NEU,3,
"Đeo rất êm, chị chủ tư vấn nhiệt tình mỗi tội giao thiếu móc.",NEU,3,
Chất lượng tốt nhưng giao chậm.,POS,4,
😚.,POS,5,
Mặc lên xinh !,POS,5,
Sẽ ủng hộ shop lâu dài!!!,POS,5,
Áo đẹp lắm.,POS,5,
Quần áo chất liệu nhẹ mặc thoải mái.,POS,5,
Vừa bóc hàng ra là mình đã vô cùng bất ngờ vì áo quá đẹp mà lại rẻ như vậy.,POS,5,
Vải đẹp nhưng mặc hơi nóng.,NEU,3,
Rất ưng ạ!,POS,5,
Áo đẹp nhưng mác lòe.,NEU,3,
"dày dặn, form đẹp. miệng túi hơi to.nên cẩn thận nếu k sẽ rơi đồ từ túi.",NEU,3,
Đóng gói sản phẩm chắc chắn .mình 40kg mặc vào rất là rộng tay dài nữa.,POS,5,
Rất hài lòng!,POS,4,
Sẽ ủng hộ shop dài dài❤️.,POS,4,
Chất vải đẹp.,POS,5,
Thanks shop!,POS,5,
Thanks shop.,POS,5,
Hàng giao nhanh và rất xinh.,POS,5,
"SP dịu nhẹ ko kích ứng cho da mụn, rất đáng để dùng thường xuyên.",POS,5,
Đến khi mình nhắn tin hỏi thì lại chặn tin nhắn.,NEG,1,
San pham ok nhung.,NEU,3,
màu không giống hình.,NEG,1,
áo mau xanh mà đường may lộ chỉ màu hồng 1 tay.,NEG,1,
Áo đen hơi nhỏ và ngắn so với đứa thích mặc rộng như mình 😂😂😂.,NEU,3,
"Chất lượng sản phẩm cực kì kém, áo bé hơn nhiều so với mô tả, mặc vào vừa cộc vừa chật, sai hoàn toàn dáng áo, thời gian chuẩn bị hàng lâu hơn nhiều so với các shop khác, làm ăn gì như lừa đảo, nói chung mất tiền ngu, lần sau không bao giờ quay lại.",NEG,1,
Rất đáng tiền.,POS,5,
Sản phẩm rất đẹp.,POS,5,
Chất lượng sản phẩm tuyệt vời. áo rất dày và không bị lỗi.,POS,5,
Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,POS,5,
Túi đã mang đi tặng nên không chụp ảnh được.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Doi Minh sai het Minh se ung ho shop tiep.,POS,5,
Chị chủ nói chuyện dễ thương và rất chu đáo ❤❤❤❤ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
"Vải tệ quá, thô quá trời 😡.",NEG,1,
Hàng đươc.,POS,4,
Giày hơi cứng nhưng lên dáng rất ok.,NEU,3,
Dây cột hơi ngắn.,NEG,2,
"Hàng đẹp, chắc chắn.",POS,5,
